"","X","Category","ProductName","Reviewer","Verified","DateOfReview","Rating"
"847",847,"headset","razer au kraken kitty chroma usb gaming headset, quartz, rz04-02980200-r3m1","boody","verified purchase","reviewed in germany on 18 january 2024",5
"848",848,"headset","razer au kraken kitty chroma usb gaming headset, quartz, rz04-02980200-r3m1","rebecca","verified purchase","reviewed in the netherlands on 2 july 2021",5
"849",849,"headset","razer au kraken kitty chroma usb gaming headset, quartz, rz04-02980200-r3m1","cupcake","verified purchase","reviewed in the united kingdom on 22 july 2023",5
"850",850,"headset","razer au kraken kitty chroma usb gaming headset, quartz, rz04-02980200-r3m1","leblond","verified purchase","reviewed in france on 9 november 2022",5
"851",851,"headset","pulse 3d wireless headset - playstation 5","aquiline neville","verified purchase","reviewed in australia on 14 january 2023",4
"852",852,"headset","pulse 3d wireless headset - playstation 5","ken milhinch","verified purchase","reviewed in australia on 22 january 2024",5
"853",853,"headset","pulse 3d wireless headset - playstation 5","aquiline neville","verified purchase","reviewed in australia on 14 january 2023",3
"854",854,"headset","pulse 3d wireless headset - playstation 5","jack aikman ","verified purchase","reviewed in australia on 21 january 2024",5
"855",855,"headset","pulse 3d wireless headset - playstation 5","luke gogolkiewicz","verified purchase","reviewed in australia on 23 december 2023",5
"856",856,"headset","pulse 3d wireless headset - playstation 5","ashlee harrison","verified purchase","reviewed in australia on 7 september 2023",4
"857",857,"headset","pulse 3d wireless headset - playstation 5","stuart martin","verified purchase","reviewed in australia on 21 september 2023",5
"858",858,"headset","pulse 3d wireless headset - playstation 5","richard keith rosslind","verified purchase","reviewed in australia on 7 january 2024",5
"859",859,"headset","pulse 3d wireless headset - playstation 5","ajay","verified purchase","reviewed in australia on 4 january 2024",5
"860",860,"headset","pulse 3d wireless headset - playstation 5","ron johnston","verified purchase","reviewed in australia on 20 august 2023",5
"861",861,"headset","pulse 3d wireless headset - playstation 5","aquiline neville","verified purchase","reviewed in australia on 14 january 2023",4
"862",862,"headset","pulse 3d wireless headset - playstation 5","ken milhinch","verified purchase","reviewed in australia on 22 january 2024",5
"863",863,"headset","pulse 3d wireless headset - playstation 5","ken milhinch","verified purchase","reviewed in australia on 22 january 2024",3
"864",864,"headset","pulse 3d wireless headset - playstation 5","ivan","verified purchase","reviewed in australia on 25 august 2023",3
"865",865,"headset","pulse 3d wireless headset - playstation 5","sweep","verified purchase","reviewed in australia on 29 june 2023",4
"866",866,"headset","pulse 3d wireless headset - playstation 5","ohnoes11","verified purchase","reviewed in australia on 17 march 2023",3
"867",867,"headset","pulse 3d wireless headset - playstation 5","mattb","verified purchase","reviewed in australia on 10 october 2023",4
"868",868,"headset","pulse 3d wireless headset - playstation 5","grandpaciv33r","verified purchase","reviewed in australia on 20 april 2021",5
"869",869,"headset","pulse 3d wireless headset - playstation 5","mattstang19 ","verified purchase","reviewed in australia on 22 september 2023",4
"870",870,"headset","pulse 3d wireless headset - playstation 5","steve","verified purchase","reviewed in australia on 28 september 2023",5
"871",871,"headset","pulse 3d wireless headset - playstation 5","aquiline neville","verified purchase","reviewed in australia on 14 january 2023",4
"872",872,"headset","pulse 3d wireless headset - playstation 5","ken milhinch","verified purchase","reviewed in australia on 22 january 2024",5
"873",873,"headset","pulse 3d wireless headset - playstation 5","b","verified purchase","reviewed in australia on 30 august 2023",3
"874",874,"headset","pulse 3d wireless headset - playstation 5","ty","verified purchase","reviewed in australia on 4 june 2023",5
"875",875,"headset","pulse 3d wireless headset - playstation 5","i bought it","verified purchase","reviewed in australia on 18 august 2023",5
"876",876,"headset","pulse 3d wireless headset - playstation 5","mark","verified purchase","reviewed in australia on 7 july 2023",3
"877",877,"headset","pulse 3d wireless headset - playstation 5","tim","verified purchase","reviewed in australia on 22 december 2020",5
"878",878,"headset","pulse 3d wireless headset - playstation 5","rhiannon","verified purchase","reviewed in australia on 29 june 2023",4
"879",879,"headset","pulse 3d wireless headset - playstation 5","sean rodriguez","verified purchase","reviewed in australia on 31 may 2022",5
"880",880,"headset","pulse 3d wireless headset - playstation 5","matt","verified purchase","reviewed in australia on 21 november 2021",4
"881",881,"headset","pulse 3d wireless headset - playstation 5","aquiline neville","verified purchase","reviewed in australia on 14 january 2023",4
"882",882,"headset","pulse 3d wireless headset - playstation 5","ken milhinch","verified purchase","reviewed in australia on 22 january 2024",5
"883",883,"headset","pulse 3d wireless headset - playstation 5","darshman","verified purchase","reviewed in australia on 7 february 2021",3
"884",884,"headset","pulse 3d wireless headset - playstation 5","dan c","verified purchase","reviewed in australia on 19 february 2023",4
"885",885,"headset","pulse 3d wireless headset - playstation 5","stu dwyer","verified purchase","reviewed in australia on 13 march 2022",5
"886",886,"headset","pulse 3d wireless headset - playstation 5","kindle customer","verified purchase","reviewed in australia on 5 november 2022",4
"887",887,"headset","pulse 3d wireless headset - playstation 5","kindle customer","verified purchase","reviewed in australia on 7 march 2023",4
"888",888,"headset","pulse 3d wireless headset - playstation 5","mohsen","verified purchase","reviewed in australia on 13 may 2023",3
"889",889,"headset","pulse 3d wireless headset - playstation 5","gezelle diwa","verified purchase","reviewed in australia on 9 september 2021",5
"890",890,"headset","pulse 3d wireless headset - playstation 5","allan g.","verified purchase","reviewed in australia on 5 july 2022",4
"891",891,"headset","pulse 3d wireless headset - playstation 5","aquiline neville","verified purchase","reviewed in australia on 14 january 2023",4
"892",892,"headset","pulse 3d wireless headset - playstation 5","ken milhinch","verified purchase","reviewed in australia on 22 january 2024",5
"893",893,"headset","pulse 3d wireless headset - playstation 5","chris borg","verified purchase","reviewed in australia on 16 february 2021",3
"894",894,"headset","pulse 3d wireless headset - playstation 5","itsnotjeff","verified purchase","reviewed in australia on 6 july 2021",4
"895",895,"headset","pulse 3d wireless headset - playstation 5","heath","verified purchase","reviewed in australia on 6 february 2023",4
"896",896,"headset","pulse 3d wireless headset - playstation 5","kindle customer","verified purchase","reviewed in australia on 6 january 2023",5
"897",897,"headset","pulse 3d wireless headset - playstation 5","shane","verified purchase","reviewed in australia on 4 september 2022",5
"898",898,"headset","pulse 3d wireless headset - playstation 5","ben","verified purchase","reviewed in australia on 3 january 2024",3
"899",899,"headset","pulse 3d wireless headset - playstation 5","natcat","verified purchase","reviewed in australia on 21 june 2022",1
"900",900,"headset","pulse 3d wireless headset - playstation 5","grant j. blyth","verified purchase","reviewed in australia on 4 may 2021",5
"901",901,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","rmillsbkk","verified purchase","reviewed in australia on 13 may 2023",4
"902",902,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","michael carter","verified purchase","reviewed in australia on 11 january 2023",5
"903",903,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","killacabbs","verified purchase","reviewed in australia on 6 october 2022",5
"904",904,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","killacabbs","verified purchase","reviewed in the united kingdom on 9 january 2024",5
"905",905,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","tom","verified purchase","reviewed in brazil on 1 july 2023",5
"906",906,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","marcelo augusto e souza","verified purchase","reviewed in france on 27 august 2022",5
"907",907,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","r. rambaud","verified purchase","reviewed in canada on 21 february 2022",5
"908",908,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","bryce n.","verified purchase","reviewed in germany on 1 january 2024",5
"909",909,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","calle carnuffel","verified purchase","reviewed in the united states on 8 december 2023",5
"910",910,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","blake","verified purchase","reviewed in spain on 27 october 2022",5
"911",911,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","evro","verified purchase","reviewed in france on 2 may 2023",4
"912",912,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","nick punch","verified purchase","reviewed in the united kingdom on 8 february 2024",5
"913",913,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","scleo","verified purchase","reviewed in the united states on 5 january 2023",5
"914",914,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","scleo","verified purchase","reviewed in brazil on 9 november 2023",4
"915",915,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","wanderson carlos","verified purchase","reviewed in mexico on 3 september 2023",4
"916",916,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","cliente de amazon","verified purchase","reviewed in italy on 8 november 2021",3
"917",917,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","alberto g","verified purchase","reviewed in canada on 9 april 2022",5
"918",918,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","alberto g","verified purchase","reviewed in germany on 13 january 2023",3
"919",919,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","amanda","verified purchase","reviewed in spain on 30 november 2023",3
"920",920,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","gevatter klaus","verified purchase","reviewed in canada on 4 december 2023",5
"921",921,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","geraldine","verified purchase","reviewed in france on 4 november 2022",4
"922",922,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","manuel monroy","verified purchase","reviewed in mexico on 2 april 2023",4
"923",923,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","loreen","verified purchase","reviewed in germany on 26 july 2023",5
"924",924,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","captain","verified purchase","reviewed in the united states on 13 march 2023",4
"925",925,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","amazon customer","verified purchase","reviewed in the united kingdom on 28 june 2022",5
"926",926,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","oscar andres ruiz griego","verified purchase","reviewed in mexico on 7 january 2024",4
"927",927,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","maximilian","verified purchase","reviewed in germany on 12 may 2023",2
"928",928,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","cooper","verified purchase","reviewed in the united kingdom on 23 october 2022",5
"929",929,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","louis","verified purchase","reviewed in france on 3 february 2024",5
"930",930,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","david","verified purchase","reviewed in spain on 15 january 2024",5
"931",931,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","jason boerner","verified purchase","reviewed in the united states on 15 july 2023",4
"932",932,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","frédéric monteil","verified purchase","reviewed in france on 17 july 2023",5
"933",933,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","miguel angel","verified purchase","reviewed in spain on 2 october 2022",3
"934",934,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","tohe86","verified purchase","reviewed in germany on 1 december 2022",3
"935",935,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","maria arnott","verified purchase","reviewed in canada on 5 july 2023",3
"936",936,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","darren m.","verified purchase","reviewed in the united kingdom on 29 june 2023",2
"937",937,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","aaron","verified purchase","reviewed in the united states on 18 august 2022",5
"938",938,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","client d'amazon","verified purchase","reviewed in france on 30 january 2023",5
"939",939,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","pedro alejandro ruiz carmona","verified purchase","reviewed in spain on 16 january 2022",5
"940",940,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","erik pursell","verified purchase","reviewed in the united states on 23 may 2023",2
"941",941,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","gabriel montambault","verified purchase","reviewed in canada on 30 december 2021",4
"942",942,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","justnabus","verified purchase","reviewed in the united kingdom on 3 january 2024",1
"943",943,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","deepinmymindidontknowwhy","verified purchase","reviewed in germany on 20 october 2023",3
"944",944,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","torneko","verified purchase","reviewed in france on 20 november 2022",5
"945",945,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","nicolas waldmann","verified purchase","reviewed in germany on 16 february 2024",5
"946",946,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","parker schneider","verified purchase","reviewed in the united states on 21 july 2022",2
"947",947,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","ryan","verified purchase","reviewed in the united kingdom on 22 may 2022",4
"948",948,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","cliente amazon","verified purchase","reviewed in spain on 24 february 2024",1
"949",949,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","kolten wight","verified purchase","reviewed in canada on 3 july 2022",1
"950",950,"headset","epos h6pro open acoustic professional gaming headset; detachable lift-to-mute mic; lightweight, comfortable, durable; pc, xbox, playstation, switch compatible; wired headset (racing green)","daz","verified purchase","reviewed in the united kingdom on 23 july 2022",2
"951",951,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","stream sawayama","verified purchase","reviewed in australia on 14 december 2019",4
"952",952,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","vy","verified purchase","reviewed in australia on 15 july 2022",5
"953",953,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","stream sawayama","verified purchase","reviewed in australia on 14 december 2019",2
"954",954,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","jeffrey huismann","verified purchase","reviewed in australia on 16 october 2022",5
"955",955,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","monique kharkrang","verified purchase","reviewed in australia on 12 july 2023",5
"956",956,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","asher s.","verified purchase","reviewed in australia on 10 june 2023",4
"957",957,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","sue ann","verified purchase","reviewed in australia on 1 november 2022",5
"958",958,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","prashaant","verified purchase","reviewed in australia on 30 april 2021",5
"959",959,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","mahmoud afiouni","verified purchase","reviewed in australia on 26 july 2020",5
"960",960,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","vy","verified purchase","reviewed in australia on 15 july 2022",5
"961",961,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","stream sawayama","verified purchase","reviewed in australia on 14 december 2019",4
"962",962,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","vy","verified purchase","reviewed in australia on 15 july 2022",5
"963",963,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","james","verified purchase","reviewed in australia on 13 april 2020",2
"964",964,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","chantelle","verified purchase","reviewed in australia on 16 june 2021",5
"965",965,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","sb","verified purchase","reviewed in australia on 24 november 2020",2
"966",966,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","gobnock ","verified purchase","reviewed in australia on 23 april 2020",2
"967",967,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","helen barber","verified purchase","reviewed in australia on 11 february 2021",1
"968",968,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","jereme","verified purchase","reviewed in australia on 2 september 2020",5
"969",969,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","ritesh singh","verified purchase","reviewed in australia on 29 january 2021",5
"970",970,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","mike martin","verified purchase","reviewed in australia on 15 september 2020",5
"971",971,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","stream sawayama","verified purchase","reviewed in australia on 14 december 2019",4
"972",972,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","vy","verified purchase","reviewed in australia on 15 july 2022",5
"973",973,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","b. m. w.","verified purchase","reviewed in australia on 29 may 2019",2
"974",974,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","michael martin","verified purchase","reviewed in australia on 4 september 2020",5
"975",975,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","helene","verified purchase","reviewed in australia on 12 january 2021",5
"976",976,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","jade","verified purchase","reviewed in australia on 1 january 2022",1
"977",977,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","alexandre santos","verified purchase","reviewed in brazil on 22 december 2022",5
"978",978,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","emma jackson","verified purchase","reviewed in the united kingdom on 3 january 2024",5
"979",979,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","savvyshopper",NA,"reviewed in canada on 26 may 2023",5
"980",980,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","roaring serious dinosaur",NA,"reviewed in india on 14 august 2020",5
"981",981,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","stream sawayama","verified purchase","reviewed in australia on 14 december 2019",4
"982",982,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","vy","verified purchase","reviewed in australia on 15 july 2022",5
"983",983,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","myk d.","verified purchase","reviewed in singapore on 27 september 2023",2
"984",984,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","marsus","verified purchase","reviewed in germany on 21 july 2022",4
"985",985,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","tarık","verified purchase","reviewed in belgium on 29 january 2024",5
"986",986,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","tamang sanjeeb","verified purchase","reviewed in japan on 4 july 2020",5
"987",987,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","carlos coronel","verified purchase","reviewed in mexico on 13 february 2021",3
"988",988,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","anand","verified purchase","reviewed in india on 26 october 2020",5
"989",989,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","vella","verified purchase","reviewed in canada on 6 october 2020",5
"990",990,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","leo","verified purchase","reviewed in france on 11 january 2022",5
"991",991,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","stream sawayama","verified purchase","reviewed in australia on 14 december 2019",4
"992",992,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","vy","verified purchase","reviewed in australia on 15 july 2022",5
